PilotID	AddressType	ZipCode	State	City	Country
1523	Office	90001	New York	New York	Brazil
1524	Vacation	90210	Florida	Detroit	Australia
1525	Home	60601	New York	Houston	Canada
1526	Office	48227	New York	Houston	USA
1527	Home	90210	Texas	Houston	Australia
1528	Office	90210	Texas	Los Angeles	Australia
1529	Home	33101	Florida	New York	Canada
1530	Vacation	48227	Texas	Detroit	Australia
1531	Office	60601	Ohio	Detroit	Brazil
1532	Vacation	33101	Ohio	New York	Australia
1533	Home	90210	Ohio	Detroit	Germany
1534	Home	90001	Ohio	Houston	Canada
1535	Office	90210	California	Los Angeles	Germany
1536	Office	90001	Ohio	Los Angeles	Australia
1537	Office	60601	Florida	Houston	Germany
1538	Office	90001	Florida	Detroit	Brazil
1539	Office	48227	New York	Los Angeles	Australia
1540	Vacation	33101	California	New York	Germany
1541	Office	90210	California	Chicago	Canada
1542	Office	48227	Ohio	Houston	Canada
1543	Office	90210	Florida	New York	Australia
1544	Vacation	90001	Ohio	Detroit	Canada
1545	Vacation	90001	California	New York	Brazil
1546	Home	90001	Ohio	Chicago	Brazil
1547	Home	48227	Ohio	Houston	USA
1548	Home	90210	Ohio	Houston	USA
1549	Vacation	60601	Florida	Houston	Germany
1550	Office	60601	Ohio	New York	Canada
1551	Home	60601	Florida	Detroit	Australia
1552	Office	48227	Florida	Detroit	USA
1553	Home	48227	Texas	Los Angeles	Australia
1554	Office	48227	New York	Chicago	Australia
1555	Home	48227	California	New York	Brazil
1556	Vacation	90001	Texas	Chicago	Australia
1557	Office	48227	California	Houston	Canada
1558	Home	33101	Texas	Detroit	Germany
1559	Home	90001	Texas	Detroit	Brazil
1560	Home	90210	Texas	Detroit	Germany
1561	Office	90210	California	Chicago	Canada
1562	Home	90001	Ohio	Detroit	USA
1563	Office	48227	California	Los Angeles	Canada
1564	Vacation	90001	Florida	Los Angeles	USA
1565	Office	33101	California	New York	Canada
1566	Home	90001	Texas	Chicago	Australia
1567	Vacation	60601	California	New York	Australia
1568	Home	90001	Florida	Los Angeles	Brazil
1569	Office	90001	Ohio	Houston	Canada
1570	Home	60601	Florida	Houston	Germany
1571	Vacation	90001	Ohio	Houston	Germany
1572	Vacation	33101	New York	New York	Brazil
1573	Vacation	90001	California	Houston	Germany
1574	Office	33101	Ohio	Los Angeles	USA
1575	Home	48227	California	Houston	Canada
1576	Vacation	90210	New York	Los Angeles	Germany
1577	Home	90001	New York	Houston	Brazil
1578	Home	90001	Florida	New York	USA
1579	Home	33101	Texas	Houston	Australia
1580	Vacation	90210	Texas	New York	Brazil
1581	Vacation	60601	New York	Los Angeles	USA
1582	Vacation	60601	California	Detroit	Brazil
1583	Vacation	48227	Florida	Los Angeles	Brazil
1584	Office	90210	New York	Detroit	Australia
1585	Home	90210	New York	Houston	Germany
1586	Home	60601	New York	New York	USA
1587	Office	90210	Texas	Chicago	Germany
1588	Office	48227	New York	Chicago	Canada
1589	Vacation	48227	New York	Chicago	Germany
1590	Home	60601	Florida	Detroit	USA
1591	Vacation	48227	Ohio	Chicago	USA
1592	Vacation	90210	California	New York	Canada
1593	Office	90210	Florida	Los Angeles	Canada
1594	Office	90210	Texas	Houston	USA
1595	Vacation	60601	Florida	Detroit	Australia
1596	Vacation	60601	Florida	Detroit	Brazil
1597	Office	90210	Florida	Detroit	USA
1598	Home	90210	Texas	New York	Canada
1599	Home	33101	Ohio	New York	Canada
1600	Office	90001	New York	Los Angeles	Brazil
1601	Vacation	33101	New York	New York	Germany
1602	Vacation	90210	California	Los Angeles	Brazil
1603	Home	90001	Florida	New York	Brazil
1604	Vacation	60601	Florida	Chicago	Canada
1605	Office	90210	New York	Chicago	Germany
1606	Office	90210	New York	Los Angeles	Germany
1607	Vacation	48227	Ohio	Detroit	Germany
1608	Vacation	48227	California	Los Angeles	Australia
1609	Home	90210	Texas	New York	Germany
1610	Vacation	90001	California	Chicago	Germany
1611	Office	90001	New York	Houston	USA
1612	Home	60601	California	Houston	Germany
1613	Home	33101	Texas	Los Angeles	Australia
1614	Home	48227	Ohio	New York	Australia
1615	Home	90210	Florida	Los Angeles	Canada
1616	Home	90001	Florida	Chicago	Brazil
1617	Office	33101	Florida	Chicago	Brazil
1618	Office	60601	California	New York	Australia
1619	Office	90001	New York	Chicago	Brazil
1620	Home	48227	Florida	Los Angeles	Canada
1621	Home	60601	Texas	Houston	USA
1622	Vacation	60601	Florida	Houston	USA
1623	Home	90210	Ohio	Los Angeles	USA
1624	Office	48227	Texas	Houston	Canada
1625	Vacation	90210	Texas	Los Angeles	Australia
1626	Home	90210	New York	New York	USA
1627	Office	33101	Ohio	Los Angeles	Australia
1628	Office	60601	California	New York	Australia
1629	Home	60601	California	New York	USA
1630	Office	33101	Florida	Los Angeles	Canada
1631	Office	33101	Florida	Houston	Canada
1632	Vacation	90001	Ohio	Houston	Brazil
1633	Vacation	90001	Texas	Chicago	Germany
1634	Office	48227	Ohio	Los Angeles	Brazil
1635	Office	90210	California	New York	Australia
1636	Home	33101	Florida	Houston	Canada
1637	Office	48227	California	Chicago	Germany
1638	Vacation	60601	California	Los Angeles	Canada
1639	Office	48227	Ohio	Houston	USA
1640	Vacation	90210	Texas	Houston	Brazil
1641	Vacation	90210	California	Detroit	Germany
1642	Vacation	90001	Ohio	Los Angeles	Germany
1643	Vacation	90001	New York	New York	Australia
1644	Vacation	60601	New York	New York	Brazil
1645	Vacation	90001	New York	Los Angeles	Australia
1646	Office	33101	Ohio	Chicago	Australia
1647	Office	90210	California	Houston	Canada
1648	Home	48227	Ohio	Los Angeles	Germany
1649	Vacation	90001	California	Detroit	Australia
1650	Vacation	90001	Ohio	Chicago	Canada
1651	Home	33101	Florida	Houston	Brazil
1652	Office	90001	New York	Houston	Australia
1653	Vacation	90001	Texas	Los Angeles	Germany
1654	Home	90210	New York	Detroit	Brazil
1655	Vacation	90001	Florida	Houston	Germany
1656	Office	48227	Texas	Houston	Germany
1657	Home	90001	California	Detroit	Germany
1658	Vacation	90210	New York	Los Angeles	Brazil
1659	Home	90001	Ohio	Houston	Australia
1660	Home	60601	New York	New York	Australia
1661	Home	60601	Texas	New York	Germany
1662	Home	48227	Texas	Houston	Canada
1663	Home	90210	Ohio	Detroit	Germany
1664	Office	33101	California	New York	Australia
1665	Home	33101	New York	Detroit	Canada
1666	Home	60601	California	Los Angeles	USA
1667	Office	33101	Florida	Chicago	Germany
1668	Office	33101	Florida	Detroit	USA
1669	Office	48227	New York	Chicago	Germany
1670	Vacation	90210	New York	Chicago	Australia
1671	Office	60601	California	Los Angeles	Canada
1672	Home	90001	Texas	Los Angeles	USA
1673	Vacation	33101	California	Chicago	Brazil
1674	Vacation	60601	Texas	Chicago	Canada
1675	Vacation	90001	Florida	Detroit	Australia
1676	Home	48227	California	Los Angeles	Canada
1677	Office	48227	Ohio	Chicago	Brazil
1678	Home	33101	California	Chicago	Brazil
1679	Office	60601	Texas	Chicago	Australia
1680	Vacation	33101	Texas	Houston	USA
1681	Vacation	48227	California	New York	USA
1682	Vacation	48227	California	Houston	Canada
1683	Home	90210	Texas	Los Angeles	Canada
1684	Home	90210	Ohio	Detroit	Brazil
1685	Home	48227	California	Los Angeles	Australia
1686	Office	33101	California	Los Angeles	USA
1687	Office	48227	Texas	New York	Brazil
1688	Office	90210	Ohio	Los Angeles	USA
1689	Office	48227	Florida	Los Angeles	Brazil
1690	Office	90210	Ohio	Chicago	Germany
1691	Vacation	33101	Florida	Detroit	Canada
1692	Vacation	90210	Texas	Houston	Australia
1693	Vacation	60601	California	Chicago	Germany
1694	Home	33101	Texas	Detroit	Canada
1695	Office	90210	Texas	Chicago	Australia
1696	Home	90001	California	New York	USA
1697	Home	48227	New York	Chicago	Canada
1698	Vacation	48227	Florida	Detroit	Germany
1699	Office	90001	California	Chicago	Brazil
1700	Office	90210	Texas	New York	USA
1701	Vacation	33101	Texas	New York	Brazil
1702	Office	90001	Texas	Detroit	Germany
1703	Home	60601	California	Houston	Australia
1704	Vacation	48227	Ohio	Chicago	Australia
1705	Office	90210	Ohio	New York	Canada
1706	Office	60601	New York	Chicago	Australia
1707	Office	60601	Texas	Detroit	Australia
1708	Home	48227	Florida	Los Angeles	Germany
1709	Home	60601	Texas	Detroit	Australia
1710	Office	48227	Florida	Detroit	Brazil
1711	Home	60601	Ohio	Houston	Brazil
1712	Vacation	90210	New York	Chicago	USA
1713	Home	33101	Florida	Chicago	Brazil
1714	Vacation	33101	California	Los Angeles	Brazil
1715	Home	90210	California	Houston	Brazil
1716	Vacation	90001	Florida	Chicago	Brazil
1717	Office	48227	Texas	Houston	Australia
1718	Office	33101	Ohio	Houston	Brazil
1719	Office	60601	New York	Detroit	Australia
1720	Vacation	90001	California	New York	Canada
1721	Office	60601	Ohio	Detroit	USA
1722	Home	90001	Ohio	Houston	Australia
1723	Office	48227	California	Houston	Canada
1724	Vacation	48227	Ohio	Houston	Germany
1725	Office	48227	Florida	Houston	Canada
1726	Office	90210	Texas	Houston	Australia
1727	Office	48227	New York	Los Angeles	Brazil
1728	Vacation	33101	Texas	Chicago	Australia
1729	Home	90001	New York	Houston	Australia
1730	Vacation	90001	Texas	Los Angeles	Australia
1731	Home	33101	New York	Houston	Germany
1732	Vacation	33101	Texas	New York	Australia
1733	Home	33101	Florida	Houston	Canada
1734	Home	90210	California	Houston	USA
1735	Home	48227	California	Detroit	Germany
1736	Vacation	90001	Ohio	Houston	USA
1737	Home	90210	Texas	Los Angeles	Canada
1738	Home	90210	California	Chicago	Canada
1739	Office	90210	Ohio	Chicago	Brazil
1740	Home	90210	Texas	Detroit	Australia
1741	Vacation	90001	New York	New York	Brazil
1742	Vacation	90001	Florida	New York	Australia
1743	Home	60601	Florida	Los Angeles	USA
1744	Office	90001	New York	New York	Canada
1745	Office	90001	Florida	Los Angeles	Australia
1746	Home	60601	Ohio	New York	USA
1747	Home	48227	Ohio	Los Angeles	Canada
1748	Vacation	33101	Florida	New York	Germany
1749	Home	60601	Florida	New York	Australia
1750	Vacation	48227	New York	Chicago	Germany
1751	Vacation	48227	Florida	Chicago	Germany
1752	Office	90210	Texas	Houston	Canada
1753	Vacation	90210	California	Chicago	USA
1754	Office	90001	New York	Los Angeles	Australia
1755	Home	48227	Texas	Detroit	Brazil
1756	Home	90210	Florida	Houston	Brazil
1757	Office	60601	Ohio	Houston	Germany
1758	Office	60601	New York	Los Angeles	Canada
1759	Vacation	33101	Florida	New York	Brazil
1760	Vacation	90001	Texas	Detroit	Australia
1761	Office	48227	California	Houston	Australia
1762	Vacation	90210	Florida	New York	Brazil
1763	Vacation	48227	Texas	Los Angeles	Brazil
1764	Vacation	60601	Florida	Chicago	Canada
1765	Office	60601	New York	Los Angeles	Canada
1766	Office	33101	Texas	New York	Brazil
1767	Office	33101	New York	Los Angeles	Canada
1768	Home	60601	New York	New York	Brazil
1769	Vacation	90001	Ohio	Detroit	Australia
1770	Home	90210	California	New York	Australia
1771	Home	60601	Texas	Detroit	Brazil
1772	Vacation	60601	Florida	New York	Germany
1773	Home	33101	New York	Chicago	Australia
1774	Office	90001	Ohio	Houston	Canada
1775	Office	90210	Texas	Los Angeles	Germany
1776	Home	60601	Ohio	Detroit	Australia
1777	Office	90210	Ohio	Houston	Brazil
1778	Vacation	60601	Ohio	Houston	USA
1779	Vacation	48227	California	Detroit	USA
1780	Office	90210	Florida	Detroit	Germany
1781	Vacation	33101	Texas	New York	USA
1782	Vacation	60601	Florida	Chicago	Australia
1783	Vacation	60601	California	Chicago	Germany
1784	Office	60601	Ohio	Chicago	Australia
1785	Office	48227	Ohio	Los Angeles	Brazil
1786	Office	48227	California	Chicago	USA
1787	Home	60601	Ohio	New York	Brazil
1788	Office	48227	New York	Chicago	Brazil
1789	Office	33101	California	Chicago	Canada
1790	Vacation	90001	New York	Detroit	Brazil
1791	Home	60601	Florida	New York	Germany
1792	Home	60601	California	Detroit	Canada
1793	Home	33101	California	New York	Brazil
1794	Home	60601	Ohio	Detroit	Brazil
1795	Home	60601	New York	Chicago	Brazil
1796	Vacation	48227	Texas	Detroit	Brazil
1797	Office	90001	Florida	Los Angeles	Canada
1798	Vacation	90210	New York	Houston	Australia
1799	Home	48227	Florida	Houston	Australia
1800	Home	48227	Ohio	Los Angeles	Australia
1801	Vacation	90210	Ohio	Los Angeles	Germany
1802	Home	48227	California	Detroit	USA
1803	Vacation	90210	New York	Los Angeles	Germany
1804	Home	48227	Florida	New York	USA
1805	Vacation	33101	Texas	Detroit	Australia
1806	Vacation	33101	California	Chicago	Canada
1807	Office	33101	Texas	Houston	Brazil
1808	Vacation	33101	Texas	Chicago	Australia
1809	Office	60601	California	Chicago	Canada
1810	Vacation	90001	Florida	Chicago	Brazil
1811	Home	60601	Ohio	Houston	Brazil
1812	Home	60601	Florida	Chicago	Brazil
1813	Office	90001	Texas	Los Angeles	Australia
1814	Vacation	60601	California	Los Angeles	Brazil
1815	Office	48227	New York	Houston	Brazil
1816	Vacation	60601	Florida	Los Angeles	USA
1817	Office	90210	California	Los Angeles	Australia
1818	Office	90210	Ohio	New York	Canada
1819	Home	90001	California	New York	Brazil
1820	Office	60601	Florida	Detroit	Brazil
1821	Office	90001	Texas	Chicago	Germany
1822	Office	33101	Ohio	Houston	Australia
1823	Office	90001	Florida	Houston	Brazil
1824	Vacation	90210	Texas	Chicago	Brazil
1825	Home	60601	Florida	Los Angeles	Brazil
1826	Home	60601	New York	Los Angeles	Canada
1827	Vacation	48227	Texas	New York	USA
1828	Vacation	90210	Florida	Houston	Canada
1829	Office	33101	Ohio	Houston	Brazil
1830	Home	60601	California	Detroit	Canada
1831	Home	48227	California	Los Angeles	Germany
1832	Home	90210	Florida	New York	Brazil
1833	Office	60601	Ohio	Los Angeles	USA
1834	Office	33101	Texas	Detroit	Canada
1835	Vacation	90210	New York	Chicago	USA
1836	Office	48227	New York	Los Angeles	USA
1837	Home	90001	New York	Detroit	Australia
1838	Home	33101	New York	Los Angeles	Australia
1839	Office	48227	New York	Los Angeles	Australia
1840	Vacation	60601	Texas	Houston	Germany
1841	Office	33101	Texas	Los Angeles	USA
1842	Office	90210	New York	Los Angeles	Brazil
1843	Office	48227	Florida	Detroit	Canada
1844	Vacation	90001	California	New York	Canada
1845	Office	90001	Ohio	Detroit	USA
1846	Office	90001	Texas	Los Angeles	Brazil
1847	Vacation	90001	Florida	Los Angeles	Germany
1848	Office	90001	Texas	Houston	Germany
1849	Home	60601	Texas	Los Angeles	Germany
1850	Office	90210	California	Chicago	Germany
1851	Home	33101	New York	Houston	USA
1852	Home	33101	Florida	Detroit	USA
1853	Vacation	60601	Ohio	New York	Australia
1854	Office	90210	New York	Chicago	Australia
1855	Office	90001	California	New York	Canada
1856	Vacation	33101	Texas	Los Angeles	Canada
1857	Home	90001	California	New York	Brazil
1858	Office	60601	Florida	Los Angeles	Germany
1859	Office	33101	New York	New York	Brazil
1860	Office	60601	California	Detroit	Brazil
1861	Vacation	60601	Ohio	Detroit	Brazil
1862	Home	60601	Florida	Houston	USA
1863	Home	33101	Florida	New York	Australia
1864	Vacation	33101	California	Houston	USA
1865	Home	48227	California	Detroit	Australia
1866	Office	90001	Texas	Detroit	Australia
1867	Vacation	90210	California	Detroit	Canada
1868	Vacation	90001	California	New York	Australia
1869	Office	33101	Florida	Detroit	Germany
1870	Vacation	90210	Ohio	Houston	USA
1871	Vacation	90210	New York	Detroit	Germany
1872	Office	90210	New York	New York	USA
1873	Vacation	33101	California	Chicago	USA
1874	Vacation	48227	Texas	Detroit	Canada
1875	Vacation	60601	Ohio	Houston	USA
1876	Vacation	33101	California	Los Angeles	Brazil
1877	Vacation	60601	California	Houston	USA
1878	Office	90001	New York	Chicago	Brazil
1879	Office	90210	Florida	New York	Australia
1880	Vacation	60601	New York	Detroit	Brazil
1881	Office	90001	Florida	Detroit	Canada
1882	Vacation	48227	New York	Houston	Brazil
1883	Office	33101	New York	Detroit	Australia
1884	Vacation	90001	California	Los Angeles	Australia
1885	Home	48227	Ohio	New York	USA
1886	Home	90001	Ohio	Detroit	Germany
1887	Vacation	33101	Florida	Chicago	USA
1888	Vacation	90001	Ohio	Detroit	Canada
1889	Office	90210	New York	Chicago	Brazil
1890	Vacation	48227	Ohio	Detroit	USA
1891	Office	90001	Texas	Detroit	USA
1892	Home	90210	Florida	Los Angeles	Australia
1893	Home	90001	Florida	Detroit	Australia
1894	Vacation	60601	California	Detroit	Germany
1895	Home	33101	California	New York	USA
1896	Vacation	90001	Texas	New York	Brazil
1897	Office	90001	New York	Chicago	Germany
1898	Vacation	48227	Ohio	Detroit	USA
1899	Home	60601	Texas	Houston	Germany
1900	Office	60601	Florida	Detroit	Australia
1901	Home	33101	California	Houston	Germany
1902	Office	33101	New York	Los Angeles	Brazil
1903	Office	48227	Texas	Houston	USA
1904	Home	60601	Texas	Chicago	Canada
1905	Office	33101	New York	Chicago	Germany
1906	Vacation	48227	Texas	Chicago	Brazil
1907	Vacation	90001	New York	New York	USA
1908	Office	60601	Texas	New York	Canada
1909	Vacation	60601	California	New York	Germany
1910	Home	33101	Florida	Los Angeles	Canada
1911	Vacation	33101	New York	Detroit	Brazil
1912	Home	60601	Ohio	Chicago	Australia
1913	Home	33101	New York	New York	Germany
1914	Vacation	33101	Florida	New York	USA
1915	Office	48227	California	Chicago	Australia
1916	Office	90001	California	Chicago	Canada
1917	Office	60601	Ohio	Houston	USA
1918	Vacation	90210	Florida	Detroit	Australia
1919	Home	33101	New York	Los Angeles	USA
1920	Vacation	33101	Florida	Houston	Canada
1921	Vacation	90001	Texas	Los Angeles	Brazil
1922	Home	33101	California	Detroit	Germany
1923	Office	90210	Florida	Los Angeles	Australia
1924	Vacation	48227	Ohio	New York	Canada
1925	Office	90210	New York	Houston	Germany
1926	Office	48227	Texas	Chicago	Germany
1927	Office	60601	California	New York	Germany
1928	Office	33101	Texas	Los Angeles	Germany
1929	Vacation	90210	Florida	Chicago	Canada
1930	Home	90210	Ohio	Chicago	Australia
1931	Office	90210	California	Detroit	USA
1932	Office	90001	New York	Detroit	Germany
1933	Office	90001	California	New York	Germany
1934	Office	60601	Ohio	Chicago	Germany
1935	Office	90001	Florida	Detroit	Brazil
1936	Home	48227	Texas	Chicago	USA
1937	Vacation	48227	New York	Detroit	Brazil
1938	Office	33101	Florida	New York	Germany
1939	Home	33101	New York	Los Angeles	Brazil
1940	Vacation	48227	California	Los Angeles	Canada
1941	Office	90001	Texas	Chicago	Brazil
1942	Home	90210	California	Chicago	USA
1943	Home	90001	California	Detroit	Brazil
1944	Home	48227	Florida	Houston	Canada
1945	Office	90001	California	Chicago	Germany
1946	Office	33101	New York	Houston	Germany
1947	Vacation	48227	California	Houston	Canada
1948	Home	60601	California	New York	Canada
1949	Vacation	48227	California	New York	USA
1950	Vacation	60601	Ohio	New York	Brazil
1951	Office	60601	Ohio	Houston	Brazil
1952	Home	90210	Ohio	Houston	USA
1953	Office	90210	Florida	Detroit	Brazil
1954	Office	90001	California	Los Angeles	Canada
1955	Home	33101	Ohio	Chicago	Australia
1956	Home	33101	Florida	Los Angeles	USA
1957	Vacation	33101	Ohio	Chicago	Australia
1958	Vacation	48227	Texas	Detroit	Australia
1959	Office	33101	Florida	Los Angeles	Canada
1960	Vacation	33101	Ohio	New York	USA
1961	Home	90001	Texas	Detroit	Brazil
1962	Office	90001	New York	Los Angeles	Germany
1963	Home	48227	New York	Chicago	Germany
1964	Vacation	90001	California	Chicago	Canada
1965	Home	33101	Florida	Detroit	Germany
1966	Office	60601	California	Chicago	Australia
1967	Home	48227	New York	Los Angeles	Brazil
1968	Vacation	90001	Ohio	Chicago	USA
1969	Vacation	33101	New York	Los Angeles	Germany
1970	Vacation	90210	California	Chicago	USA
1971	Vacation	90001	New York	New York	Australia
1972	Office	33101	California	Houston	Australia
1973	Home	33101	Ohio	Los Angeles	Canada
1974	Home	33101	Florida	Houston	USA
1975	Office	90001	Ohio	Chicago	Canada
1976	Vacation	48227	Florida	Detroit	Australia
1977	Home	33101	Florida	Houston	Canada
1978	Office	90210	California	Chicago	Australia
1979	Office	33101	Ohio	New York	Australia
1980	Office	33101	New York	New York	USA
1981	Home	48227	New York	Houston	Australia
1982	Vacation	90001	California	Los Angeles	Canada
1983	Office	90210	Texas	Chicago	Germany
1984	Vacation	48227	Ohio	Detroit	USA
1985	Office	48227	New York	Chicago	Brazil
1986	Office	33101	Texas	Chicago	USA
1987	Home	90001	New York	Detroit	Germany
1988	Home	33101	Florida	Los Angeles	USA
1989	Home	33101	California	New York	Australia
1990	Home	48227	Florida	Detroit	Australia
1991	Home	60601	California	New York	Germany
1992	Home	60601	Florida	Chicago	Australia
1993	Office	60601	Texas	Chicago	USA
1994	Office	90210	Texas	Detroit	Australia
1995	Home	60601	Ohio	Detroit	Germany
1996	Office	48227	Florida	Houston	Germany
1997	Vacation	48227	Texas	Houston	Brazil
1998	Office	60601	Florida	New York	Canada
1999	Vacation	90001	California	Detroit	USA
2000	Home	60601	New York	Detroit	Germany
2001	Home	90210	California	Chicago	Germany
2002	Office	48227	Florida	Chicago	USA
2003	Vacation	48227	Ohio	Houston	Germany
2004	Home	33101	Texas	Detroit	Canada
2005	Vacation	90001	California	Los Angeles	Canada
2006	Home	90001	Ohio	New York	Canada
2007	Office	90001	Texas	Los Angeles	USA
2008	Vacation	90001	Texas	Houston	Germany
2009	Home	90001	Texas	New York	Germany
2010	Home	90210	Texas	Los Angeles	Canada
2011	Home	90001	California	New York	Brazil
2012	Office	90001	New York	New York	Australia
2013	Vacation	90210	Ohio	Los Angeles	Australia
2014	Home	90210	Florida	Chicago	Australia
2015	Office	90001	Texas	Los Angeles	USA
2016	Home	90210	Texas	Chicago	USA
2017	Vacation	48227	California	Los Angeles	USA
2018	Home	90001	Florida	Houston	Germany
2019	Home	90210	Ohio	Chicago	USA
2020	Office	33101	Ohio	Detroit	Brazil
2021	Office	90210	New York	Chicago	Brazil
2022	Home	60601	New York	Houston	Brazil
2023	Vacation	33101	California	Chicago	Australia
2024	Home	33101	Ohio	Houston	USA
2025	Office	60601	Ohio	New York	Brazil
2026	Office	33101	Ohio	New York	Brazil
2027	Vacation	48227	Texas	Los Angeles	USA
2028	Home	90210	Texas	Los Angeles	Germany
2029	Home	33101	Texas	Los Angeles	Australia
2030	Home	33101	Ohio	Chicago	Germany
2031	Office	90001	New York	New York	Germany
2032	Office	33101	Ohio	New York	Australia
2033	Office	33101	California	New York	Australia
2034	Office	90001	Florida	Houston	Brazil
2035	Vacation	90210	Texas	Houston	Germany
2036	Office	48227	California	Houston	Brazil
2037	Office	33101	California	Los Angeles	Australia
2038	Home	90210	Florida	Los Angeles	Australia
2039	Vacation	90210	California	Detroit	Germany
2040	Office	60601	New York	New York	Brazil
2041	Vacation	90001	Florida	Detroit	USA
2042	Home	48227	New York	Chicago	Brazil
2043	Home	90001	Florida	New York	Germany
2044	Vacation	90001	Ohio	Detroit	USA
2045	Office	48227	Florida	New York	Australia
2046	Office	90001	California	Houston	Australia
2047	Vacation	90001	California	Los Angeles	Brazil
2048	Vacation	33101	California	New York	Australia
2049	Office	90210	Ohio	Detroit	USA
2050	Office	90001	Texas	Houston	Canada
2051	Office	90001	Florida	Houston	Canada
2052	Office	48227	Texas	Houston	Brazil
2053	Vacation	60601	California	Chicago	Canada
2054	Office	90210	Ohio	Detroit	Germany
2055	Home	60601	Florida	Detroit	Canada
2056	Vacation	33101	California	Detroit	Australia
2057	Vacation	90001	Ohio	Los Angeles	Germany
2058	Vacation	90210	New York	Houston	Canada
2059	Office	60601	New York	Detroit	Australia
2060	Home	90001	California	Los Angeles	Brazil
2061	Office	90001	New York	Chicago	Australia
2062	Home	90001	Ohio	Houston	Brazil
2063	Home	90001	Ohio	Los Angeles	Australia
2064	Home	33101	Florida	Detroit	Germany
2065	Office	90210	Texas	Chicago	Germany
2066	Home	48227	New York	Los Angeles	Canada
2067	Office	48227	California	Los Angeles	Brazil
2068	Vacation	90001	California	Detroit	Canada
2069	Home	60601	Florida	Houston	Brazil
2070	Home	33101	Florida	Detroit	Germany
2071	Vacation	33101	Ohio	Detroit	Brazil
2072	Home	33101	Florida	Los Angeles	USA
2073	Office	33101	New York	Los Angeles	USA
2074	Office	60601	Texas	Chicago	Canada
2075	Home	60601	Texas	Detroit	Canada
2076	Home	33101	New York	Los Angeles	Canada
2077	Vacation	60601	Texas	Detroit	Brazil
2078	Home	60601	New York	Houston	Australia
2079	Office	90001	Texas	Detroit	USA
2080	Vacation	90210	Florida	Detroit	Canada
2081	Vacation	48227	Florida	Detroit	Germany
2082	Home	33101	New York	Los Angeles	Brazil
2083	Office	90001	New York	New York	Brazil
2084	Vacation	90001	New York	New York	Brazil
2085	Vacation	33101	Ohio	New York	Australia
2086	Vacation	90001	Texas	New York	Australia
2087	Vacation	60601	Florida	New York	Brazil
2088	Home	60601	Ohio	New York	Brazil
2089	Vacation	48227	Texas	Chicago	Brazil
2090	Office	90001	Texas	New York	USA
2091	Office	60601	New York	Chicago	USA
2092	Vacation	33101	Texas	Los Angeles	Brazil
2093	Office	90210	Florida	Chicago	Germany
2094	Vacation	90001	New York	Los Angeles	Australia
2095	Office	48227	California	Detroit	USA
2096	Home	90001	Texas	Detroit	Australia
2097	Office	90210	Texas	New York	USA
2098	Home	33101	Texas	Detroit	USA
2099	Vacation	48227	Florida	Houston	Brazil
2100	Home	90001	Florida	Houston	Brazil
2101	Vacation	90001	New York	New York	Germany
2102	Vacation	48227	Texas	Houston	Australia
2103	Office	90210	California	Los Angeles	Canada
2104	Office	90210	New York	New York	USA
2105	Office	48227	New York	New York	Brazil
2106	Office	90210	Ohio	Detroit	Brazil
2107	Office	48227	Florida	New York	Brazil
2108	Vacation	33101	Texas	Chicago	Brazil
2109	Vacation	90001	Ohio	New York	Brazil
2110	Office	90210	Florida	Houston	Germany
2111	Home	48227	Ohio	Los Angeles	Germany
2112	Office	90001	Texas	Chicago	Canada
2113	Home	90210	Texas	Detroit	USA
2114	Home	33101	Texas	New York	Brazil
2115	Vacation	60601	Ohio	New York	USA
2116	Home	90210	California	Chicago	Germany
2117	Office	90001	Florida	Detroit	Canada
2118	Office	48227	California	Los Angeles	USA
2119	Office	60601	New York	Los Angeles	Australia
2120	Office	90001	Texas	Houston	USA
2121	Office	48227	Texas	Los Angeles	USA
2122	Vacation	48227	Florida	Detroit	Germany
2123	Vacation	90210	Ohio	Chicago	Germany
2124	Vacation	60601	New York	Chicago	Australia
2125	Home	60601	Ohio	Detroit	Brazil
2126	Vacation	33101	California	Detroit	Germany
2127	Vacation	90210	California	Chicago	Canada
2128	Home	90001	New York	New York	Australia
2129	Office	60601	New York	Detroit	Germany
2130	Vacation	90210	Ohio	Chicago	Germany
2131	Home	90001	New York	Los Angeles	USA
2132	Vacation	90210	Florida	Detroit	Canada
2133	Home	33101	Ohio	Houston	Canada
2134	Vacation	60601	Florida	Los Angeles	Brazil
2135	Vacation	90210	California	Houston	Canada
2136	Office	90001	Florida	New York	USA
2137	Vacation	33101	California	Houston	Germany
2138	Vacation	90001	New York	Houston	Australia
2139	Home	90001	Ohio	Houston	Brazil
2140	Office	90001	Texas	Chicago	Brazil
2141	Vacation	48227	Florida	Chicago	Germany
2142	Home	33101	Texas	Los Angeles	Germany
2143	Home	90001	Texas	Detroit	USA
2144	Home	48227	Texas	Chicago	Canada
2145	Home	48227	New York	Chicago	Canada
2146	Office	33101	California	Los Angeles	Brazil
2147	Home	60601	Texas	Detroit	Australia
2148	Vacation	33101	Florida	Los Angeles	Brazil
2149	Office	48227	California	Los Angeles	USA
2150	Home	33101	Florida	Detroit	Australia
2151	Vacation	60601	New York	Houston	Germany
2152	Home	90210	Florida	Houston	Brazil
2153	Home	48227	Florida	Detroit	Germany
2154	Office	33101	New York	Houston	Brazil
