FlightNumber,PurposeofFlight,From,To,DepartureTime,ArrivalTime,FlyingHours,Date,PilotID,AircraftID,AccidentNumber,Fuel_consumption
20061108X01625 , Personal ,Boston,Atlanta,11/6/2006 3:41,11/6/2006 9:41,6, 11/06/2006 ,2253,2253, DEN07IA021B ,1051
20061107X01621 , Aerial Application ,Boston,Atlanta,11/6/2006 3:41,11/6/2006 8:41,5, 11/06/2006 ,2254,2254, DEN07LA020 ,730
20061113X01638 , Personal ,Denver,Boston,11/5/2006 3:41,11/5/2006 6:41,3, 11/05/2006 ,2255,2255, ANC07FA006 ,4836
20061109X01633 , Personal ,Denver,Miami,11/5/2006 3:41,11/5/2006 5:41,2, 11/05/2006 ,2256,2256, DFW07FA019 ,1213
20061207X01748 , Personal ,Denver,Seattle,11/5/2006 3:41,11/5/2006 9:41,6, 11/05/2006 ,2257,2257, MIA07CA012 ,4640
20061214X01793 , Personal ,Atlanta,Miami,11/5/2006 3:41,11/5/2006 7:41,4, 11/05/2006 ,2258,2258, LAX07CA028 ,4198
20061106X01613 , Personal ,Denver,Atlanta,11/5/2006 3:41,11/5/2006 6:41,3, 11/05/2006 ,2259,2259, DEN07CA019 ,641
20061213X01783 , Personal ,Denver,Miami,11/5/2006 3:41,11/5/2006 7:41,4, 11/05/2006 ,2260,2260, NYC07LA022 ,799
20061206X01745 , Instructional ,Denver,Boston,11/5/2006 3:41,11/5/2006 4:41,1, 11/05/2006 ,2261,2261, LAX07TA029 ,3854
20061115X01677 , Personal ,Atlanta,Denver,11/4/2006 3:41,11/4/2006 9:41,6, 11/04/2006 ,2262,2262, LAX07FA026 ,3218
20061208X01756 , Personal ,Boston,Denver,11/4/2006 3:41,11/4/2006 4:41,1, 11/04/2006 ,2263,2263, ATL07CA015 ,2958
20061108X01628 , Personal ,Atlanta,Boston,11/4/2006 3:41,11/4/2006 6:41,3, 11/04/2006 ,2264,2264, DFW07FA020 ,3600
20061107X01619 , Business ,Atlanta,Miami,11/3/2006 3:41,11/3/2006 5:41,2, 11/03/2006 ,2265,2265, CHI07LA018 ,4818
20061221X01822 , Business ,Denver,Miami,11/3/2006 3:41,11/3/2006 9:41,6, 11/03/2006 ,2266,2266, MIA07WA023 ,887
20061120X01692 , Personal ,Miami,Seattle,11/2/2006 3:41,11/2/2006 7:41,4, 11/02/2006 ,2267,2267, NYC07LA021 ,2385
20061107X01620 , Personal ,Miami,Denver,11/2/2006 3:41,11/2/2006 7:41,4, 11/02/2006 ,2268,2268, CHI07FA016 ,2482
20061109X01634 , Positioning ,Miami,Atlanta,11/2/2006 3:41,11/2/2006 8:41,5, 11/02/2006 ,2269,2269, SEA07FA014 ,2122
20061114X01651 , Personal ,Atlanta,Denver,11/2/2006 3:41,11/2/2006 7:41,4, 11/02/2006 ,2270,2270, LAX07LA025 ,3565
20061114X01650 , Instructional ,Denver,Miami,11/1/2006 3:41,11/1/2006 6:41,3, 11/01/2006 ,2271,2271, LAX07LA027 ,2585
20061109X01632 , Instructional ,Denver,Seattle,11/1/2006 3:41,11/1/2006 6:41,3, 11/01/2006 ,2272,2272, MIA07FA011 ,2968
20070214X00189 , Unknown ,Boston,Denver,11/1/2006 3:41,11/1/2006 8:41,5, 11/01/2006 ,2273,2273, LAX07WA033 ,4166
20061114X01639 , Executive/Corporate ,Atlanta,Seattle,11/1/2006 3:41,11/1/2006 8:41,5, 11/01/2006 ,2274,2274, MIA07FA005 ,1911
20061101X01594 ,  ,Miami,Atlanta,10/31/2006 3:41,10/31/2006 5:41,2, 10/31/2006 ,2275,2275, NYC07LA017 ,4848
20061114X01643 , Instructional ,Denver,Seattle,10/31/2006 3:41,10/31/2006 8:41,5, 10/31/2006 ,2276,2276, NYC07LA020 ,4147
20070116X00057 , Personal ,Boston,Denver,10/31/2006 3:41,10/31/2006 4:41,1, 10/31/2006 ,2277,2277, DFW07LA021 ,3398
20061114X01646 , Positioning ,Denver,Seattle,10/31/2006 3:41,10/31/2006 4:41,1, 10/31/2006 ,2278,2278, NYC07LA018 ,2140
20061114X01672 , Instructional ,Seattle,Boston,10/31/2006 3:41,10/31/2006 5:41,2, 10/31/2006 ,2279,2279, SEA07LA013 ,1410
20061213X01778 , Flight Test ,Denver,Atlanta,10/31/2006 3:41,10/31/2006 9:41,6, 10/31/2006 ,2280,2280, NYC07CA016 ,2872
20061204X01726 , Instructional ,Seattle,Denver,10/31/2006 3:41,10/31/2006 7:41,4, 10/31/2006 ,2281,2281, NYC07CA019 ,2530
20061108X01622 , Personal ,Boston,Seattle,10/30/2006 3:41,10/30/2006 5:41,2, 10/30/2006 ,2282,2282, DFW07LA017 ,4494
20061103X01604 ,  ,Boston,Miami,10/30/2006 3:41,10/30/2006 4:41,1, 10/30/2006 ,2283,2283, DCA07IA008 ,4837
20061106X01609 , Unknown ,Seattle,Denver,10/30/2006 3:41,10/30/2006 5:41,2, 10/30/2006 ,2284,2284, DEN07WA018 ,3214
20061221X01835 ,  ,Miami,Seattle,10/29/2006 3:41,10/29/2006 7:41,4, 10/29/2006 ,2285,2285, WAS07RA004 ,3079
20061101X01593 , Personal ,Atlanta,Boston,10/29/2006 3:41,10/29/2006 9:41,6, 10/29/2006 ,2286,2286, CHI07LA010 ,4545
20061204X01725 , Instructional ,Boston,Atlanta,10/29/2006 3:41,10/29/2006 9:41,6, 10/29/2006 ,2287,2287, NYC07CA014 ,4017
20061208X01765 , Personal ,Atlanta,Boston,10/29/2006 3:41,10/29/2006 5:41,2, 10/29/2006 ,2288,2288, CHI07CA019 ,4505
20061109X01631 , Personal ,Miami,Atlanta,10/28/2006 3:41,10/28/2006 8:41,5, 10/28/2006 ,2289,2289, CHI07CA012 ,794
20061114X01652 , Personal ,Boston,Seattle,10/28/2006 3:41,10/28/2006 7:41,4, 10/28/2006 ,2290,2290, LAX07LA023 ,4808
20061114X01655 , Personal ,Seattle,Atlanta,10/28/2006 3:41,10/28/2006 4:41,1, 10/28/2006 ,2291,2291, LAX07LA022 ,4842
20061101X01592 ,  ,Atlanta,Miami,10/28/2006 3:41,10/28/2006 7:41,4, 10/28/2006 ,2292,2292, NYC07IA015 ,3621
20061103X01602 , Personal ,Denver,Miami,10/28/2006 3:41,10/28/2006 7:41,4, 10/28/2006 ,2293,2293, CHI07LA013 ,3067
20061031X01576 , Personal ,Seattle,Denver,10/27/2006 3:41,10/27/2006 8:41,5, 10/27/2006 ,2294,2294, ATL07FA013 ,4872
20061114X01656 , Personal ,Atlanta,Denver,10/27/2006 3:41,10/27/2006 8:41,5, 10/27/2006 ,2295,2295, LAX07LA019 ,4599
20061114X01658 , Personal ,Atlanta,Miami,10/27/2006 3:41,10/27/2006 6:41,3, 10/27/2006 ,2296,2296, DFW07CA014 ,3012
20061204X01724 , Instructional ,Denver,Atlanta,10/27/2006 3:41,10/27/2006 8:41,5, 10/27/2006 ,2297,2297, NYC07CA013 ,4639
20061108X01627 , Personal ,Seattle,Atlanta,10/27/2006 3:41,10/27/2006 8:41,5, 10/27/2006 ,2298,2298, CHI07CA014 ,4775
20061030X01572 , Unknown ,Atlanta,Denver,10/26/2006 3:41,10/26/2006 7:41,4, 10/26/2006 ,2299,2299, CHI07FA009 ,3237
20061108X01623 ,  ,Seattle,Denver,10/26/2006 3:41,10/26/2006 4:41,1, 10/26/2006 ,2300,2300, DFW07LA016 ,4738
20061228X01852 , Personal ,Boston,Denver,10/26/2006 3:41,10/26/2006 4:41,1, 10/26/2006 ,2301,2301, DFW07CA015 ,4400
20061101X01589 , Public Aircraft - Federal ,Seattle,Atlanta,10/26/2006 3:41,10/26/2006 7:41,4, 10/26/2006 ,2302,2302, DEN07WA016 ,3026
20061027X01565 ,  ,Denver,Boston,10/25/2006 3:41,10/25/2006 6:41,3, 10/25/2006 ,2303,2303, WAS07WA003 ,3822
20061031X01585 , Personal ,Boston,Miami,10/25/2006 3:41,10/25/2006 4:41,1, 10/25/2006 ,2304,2304, LAX07FA021 ,2879
20061106X01611 , Personal ,Atlanta,Boston,10/24/2006 3:41,10/24/2006 9:41,6, 10/24/2006 ,2305,2305, CHI07IA017 ,574
20061109X01635 , Positioning ,Seattle,Boston,10/24/2006 3:41,10/24/2006 5:41,2, 10/24/2006 ,2306,2306, SEA07FA012 ,4919
20061122X01710 , Personal ,Boston,Atlanta,10/24/2006 3:41,10/24/2006 6:41,3, 10/24/2006 ,2307,2307, DEN07CA014 ,2373
20061122X01709 , Personal ,Denver,Seattle,10/23/2006 3:41,10/23/2006 6:41,3, 10/23/2006 ,2308,2308, DEN07CA015 ,3726
20061101X01600 , Instructional ,Seattle,Miami,10/23/2006 3:41,10/23/2006 4:41,1, 10/23/2006 ,2309,2309, LAX07LA020 ,2671
20061129X01722 , Personal ,Seattle,Atlanta,10/23/2006 3:41,10/23/2006 5:41,2, 10/23/2006 ,2310,2310, LAX07LA024 ,4500
20061211X01766 ,  ,Seattle,Denver,10/23/2006 3:41,10/23/2006 9:41,6, 10/23/2006 ,2311,2311, DEN07IA027 ,4713
20061101X01598 , Personal ,Atlanta,Miami,10/22/2006 3:41,10/22/2006 4:41,1, 10/22/2006 ,2312,2312, LAX07LA017 ,884
20061101X01599 , Positioning ,Denver,Atlanta,10/22/2006 3:41,10/22/2006 5:41,2, 10/22/2006 ,2313,2313, DFW07LA011 ,775
20061026X01559 , Personal ,Miami,Boston,10/22/2006 3:41,10/22/2006 5:41,2, 10/22/2006 ,2314,2314, ATL07FA010 ,913
20061206X01740 , Personal ,Denver,Boston,10/22/2006 3:41,10/22/2006 5:41,2, 10/22/2006 ,2315,2315, NYC07LA011 ,603
20061204X01730 , Instructional ,Denver,Miami,10/22/2006 3:41,10/22/2006 4:41,1, 10/22/2006 ,2316,2316, LAX07LA016 ,4353
20061128X01715 , Personal ,Seattle,Boston,10/22/2006 3:41,10/22/2006 6:41,3, 10/22/2006 ,2317,2317, ANC07CA004 ,648
20061114X01670 , Personal ,Miami,Atlanta,10/22/2006 3:41,10/22/2006 7:41,4, 10/22/2006 ,2318,2318, SEA07CA010 ,806
20061109X01629 , Instructional ,Miami,Seattle,10/22/2006 3:41,10/22/2006 9:41,6, 10/22/2006 ,2319,2319, CHI07LA011 ,2518
20061108X01626 , Personal ,Atlanta,Denver,10/22/2006 3:41,10/22/2006 9:41,6, 10/22/2006 ,2320,2320, DFW07FA007 ,3696
20070221X00206 , Personal ,Miami,Atlanta,10/22/2006 3:41,10/22/2006 8:41,5, 10/22/2006 ,2321,2321, MIA07CA010 ,1953
20061114X01640 , Personal ,Denver,Boston,10/21/2006 3:41,10/21/2006 9:41,6, 10/21/2006 ,2322,2322, MIA07LA009 ,4980
20061108X01624 , Personal ,Atlanta,Boston,10/21/2006 3:41,10/21/2006 6:41,3, 10/21/2006 ,2323,2323, DFW07FA008 ,1438
20061031X01586 , Personal ,Denver,Atlanta,10/21/2006 3:41,10/21/2006 9:41,6, 10/21/2006 ,2324,2324, SEA07LA009 ,3184
20061031X01577 , Personal ,Denver,Miami,10/21/2006 3:41,10/21/2006 8:41,5, 10/21/2006 ,2325,2325, DFW07LA010 ,3424
20061031X01574 , Personal ,Boston,Denver,10/21/2006 3:41,10/21/2006 4:41,1, 10/21/2006 ,2326,2326, DFW07LA009 ,4226
20061207X01747 , Instructional ,Boston,Miami,10/21/2006 3:41,10/21/2006 8:41,5, 10/21/2006 ,2327,2327, MIA07CA008 ,4299
20061027X01564 , Aerial Application ,Seattle,Miami,10/21/2006 3:41,10/21/2006 6:41,3, 10/21/2006 ,2328,2328, ATL07LA012 ,4383
20070327X00329 , Instructional ,Boston,Atlanta,10/20/2006 3:41,10/20/2006 5:41,2, 10/20/2006 ,2329,2329, MIA07CA007 ,3213
20061101X01597 , Personal ,Miami,Atlanta,10/20/2006 3:41,10/20/2006 5:41,2, 10/20/2006 ,2330,2330, LAX07LA015 ,4900
20061122X01706 , Personal ,Denver,Boston,10/20/2006 3:41,10/20/2006 6:41,3, 10/20/2006 ,2331,2331, SEA07CA015 ,764
20061129X01721 , Personal ,Boston,Seattle,10/20/2006 3:41,10/20/2006 8:41,5, 10/20/2006 ,2332,2332, LAX07CA018 ,2695
20061216X01797 , Instructional ,Atlanta,Denver,10/19/2006 3:41,10/19/2006 4:41,1, 10/19/2006 ,2333,2333, NYC07CA010 ,4993
20061031X01581 , Personal ,Miami,Boston,10/19/2006 3:41,10/19/2006 6:41,3, 10/19/2006 ,2334,2334, NYC07FA009 ,4391
20061101X01595 ,  ,Seattle,Miami,10/19/2006 3:41,10/19/2006 9:41,6, 10/19/2006 ,2335,2335, LAX07IA014 ,1223
20061023X01550 , Aerial Observation ,Atlanta,Boston,10/19/2006 3:41,10/19/2006 6:41,3, 10/19/2006 ,2336,2336, WAS07WA001 ,3156
20061026X01561 , Personal ,Boston,Denver,10/18/2006 3:41,10/18/2006 5:41,2, 10/18/2006 ,2337,2337, LAX07FA012 ,3547
20061026X01562 , Personal ,Seattle,Boston,10/18/2006 3:41,10/18/2006 9:41,6, 10/18/2006 ,2338,2338, LAX07LA011 ,2407
20061020X01544 ,  ,Seattle,Denver,10/18/2006 3:41,10/18/2006 9:41,6, 10/18/2006 ,2339,2339, DEN07WA012 ,4313
20061030X01573 , Flight Test ,Denver,Seattle,10/18/2006 3:41,10/18/2006 8:41,5, 10/18/2006 ,2340,2340, DFW07LA006 ,3966
20061018X01532 , Personal ,Miami,Denver,10/17/2006 3:41,10/17/2006 6:41,3, 10/17/2006 ,2341,2341, DFW07WA005 ,3026
20061121X01701 , Positioning ,Seattle,Atlanta,10/16/2006 3:41,10/16/2006 8:41,5, 10/16/2006 ,2342,2342, CHI07TA015 ,2227
20061121X01697 , Business ,Denver,Miami,10/16/2006 3:41,10/16/2006 8:41,5, 10/16/2006 ,2343,2343, DEN07CA013 ,1689
20061121X01700 , Personal ,Seattle,Boston,10/15/2006 3:41,10/15/2006 4:41,1, 10/15/2006 ,2344,2344, LAX07CA010 ,3070
20061114X01647 , Personal ,Seattle,Boston,10/15/2006 3:41,10/15/2006 6:41,3, 10/15/2006 ,2345,2345, DFW07CA012 ,2238
20061107X01617 , Aerial Observation ,Seattle,Miami,10/15/2006 3:41,10/15/2006 9:41,6, 10/15/2006 ,2346,2346, DEN07CA009 ,796
20061107X01618 , Personal ,Boston,Atlanta,10/15/2006 3:41,10/15/2006 4:41,1, 10/15/2006 ,2347,2347, DEN07CA011 ,3298
20061031X01580 , Personal ,Seattle,Boston,10/15/2006 3:41,10/15/2006 8:41,5, 10/15/2006 ,2348,2348, NYC07LA008 ,3032
20061024X01554 , Personal ,Boston,Atlanta,10/15/2006 3:41,10/15/2006 8:41,5, 10/15/2006 ,2349,2349, DFW07FA004 ,2809
20061221X01826 , Personal ,Miami,Denver,10/14/2006 3:41,10/14/2006 8:41,5, 10/14/2006 ,2350,2350, ATL07CA009 ,3923
20061026X01563 , Air Race/Show ,Denver,Atlanta,10/14/2006 3:41,10/14/2006 5:41,2, 10/14/2006 ,2351,2351, NYC07FA007 ,3312
20061221X01829 , Aerial Application ,Miami,Seattle,10/13/2006 3:41,10/13/2006 9:41,6, 10/13/2006 ,2352,2352, ATL07CA011 ,1492
20061213X01781 , Personal ,Boston,Atlanta,10/13/2006 3:41,10/13/2006 8:41,5, 10/13/2006 ,2353,2353, LAX07CA009 ,1290
20061018X01536 ,  ,Denver,Miami,10/13/2006 3:41,10/13/2006 5:41,2, 10/13/2006 ,2354,2354, ANC07LA003 ,2138
20061101X01596 , Personal ,Atlanta,Denver,10/13/2006 3:41,10/13/2006 7:41,4, 10/13/2006 ,2355,2355, LAX07IA008 ,1130
20061020X01543 , Unknown ,Denver,Seattle,10/13/2006 3:41,10/13/2006 9:41,6, 10/13/2006 ,2356,2356, DEN07WA010 ,791
20061129X01718 , Personal ,Seattle,Boston,10/13/2006 3:41,10/13/2006 4:41,1, 10/13/2006 ,2357,2357, ATL07CA008 ,1224
20061114X01641 , Personal ,Atlanta,Seattle,10/13/2006 3:41,10/13/2006 4:41,1, 10/13/2006 ,2358,2358, MIA07WA006 ,3788
20070130X00113 , Personal ,Miami,Atlanta,10/12/2006 3:41,10/12/2006 8:41,5, 10/12/2006 ,2359,2359, SEA07LA011 ,4534
20061027X01569 , Flight Test ,Atlanta,Miami,10/12/2006 3:41,10/12/2006 7:41,4, 10/12/2006 ,2360,2360, NYC07LA006 ,2426
20061114X01660 , Personal ,Denver,Miami,10/12/2006 3:41,10/12/2006 5:41,2, 10/12/2006 ,2361,2361, LAX07CA006 ,4914
20061114X01663 , Personal ,Miami,Denver,10/12/2006 3:41,10/12/2006 6:41,3, 10/12/2006 ,2362,2362, DFW07CA013 ,4091
20061114X01669 , Personal ,Denver,Seattle,10/12/2006 3:41,10/12/2006 5:41,2, 10/12/2006 ,2363,2363, SEA07CA008 ,3542
20061207X01750 , Personal ,Seattle,Miami,10/12/2006 3:41,10/12/2006 5:41,2, 10/12/2006 ,2364,2364, ATL07CA006 ,3171
20061106X01616 , Personal ,Miami,Seattle,10/12/2006 3:41,10/12/2006 6:41,3, 10/12/2006 ,2365,2365, CHI07CA008 ,4171
20061106X01608 , Personal ,Boston,Miami,10/11/2006 3:41,10/11/2006 7:41,4, 10/11/2006 ,2366,2366, DEN07CA007 ,4396
20061129X01720 , Aerial Application ,Seattle,Miami,10/11/2006 3:41,10/11/2006 6:41,3, 10/11/2006 ,2367,2367, ATL07CA007 ,1532
20061115X01675 , Personal ,Denver,Atlanta,10/11/2006 3:41,10/11/2006 5:41,2, 10/11/2006 ,2368,2368, MIA07CA004 ,3942
20061117X01684 , Personal ,Atlanta,Seattle,10/11/2006 3:41,10/11/2006 8:41,5, 10/11/2006 ,2369,2369, MIA07CA003 ,692
20061031X01584 , Personal ,Miami,Seattle,10/11/2006 3:41,10/11/2006 4:41,1, 10/11/2006 ,2370,2370, SEA07LA007 ,598
20061017X01529 ,  ,Miami,Seattle,10/11/2006 3:41,10/11/2006 4:41,1, 10/11/2006 ,2371,2371, DEN07FA008 ,3741
20061018X01530 , Personal ,Boston,Seattle,10/11/2006 3:41,10/11/2006 5:41,2, 10/11/2006 ,2372,2372, DCA07MA003 ,4947
20061018X01533 , Executive/Corporate ,Seattle,Atlanta,10/11/2006 3:41,10/11/2006 5:41,2, 10/11/2006 ,2373,2373, DFW07WA002 ,2022
20061023X01551 , Personal ,Boston,Atlanta,10/10/2006 3:41,10/10/2006 6:41,3, 10/10/2006 ,2374,2374, WAS07WA002 ,1492
20061012X01501 , Personal ,Seattle,Atlanta,10/10/2006 3:41,10/10/2006 9:41,6, 10/10/2006 ,2375,2375, DEN07WA006 ,2491
20061106X01614 , Personal ,Boston,Seattle,10/10/2006 3:41,10/10/2006 6:41,3, 10/10/2006 ,2376,2376, CHI07CA007 ,616
20061011X01495 ,  ,Seattle,Miami,10/10/2006 3:41,10/10/2006 6:41,3, 10/10/2006 ,2377,2377, DCA07WA002 ,1220
20061106X01615 , Personal ,Atlanta,Miami,10/9/2006 3:41,10/9/2006 6:41,3, 10/09/2006 ,2378,2378, CHI07CA006 ,2224
20061128X01716 , Personal ,Atlanta,Boston,10/9/2006 3:41,10/9/2006 7:41,4, 10/09/2006 ,2379,2379, ANC07CA005 ,3435
20061011X01499 , Other Work Use ,Denver,Boston,10/9/2006 3:41,10/9/2006 7:41,4, 10/09/2006 ,2380,2380, ANC07LA001 ,4808
20061017X01525 , Personal ,Miami,Boston,10/9/2006 3:41,10/9/2006 7:41,4, 10/09/2006 ,2381,2381, ATL07FA005 ,3532
20061027X01567 , Instructional ,Atlanta,Seattle,10/9/2006 3:41,10/9/2006 7:41,4, 10/09/2006 ,2382,2382, NYC07FA003 ,4650
20070730X01060 ,  ,Seattle,Denver,10/9/2006 3:41,10/9/2006 6:41,3, 10/09/2006 ,2383,2383, ENG07RA001 ,2484
20061228X01851 , Personal ,Seattle,Boston,10/9/2006 3:41,10/9/2006 5:41,2, 10/09/2006 ,2384,2384, DEN07LA040 ,2482
20070322X00319 , Personal ,Denver,Miami,10/8/2006 3:41,10/8/2006 7:41,4, 10/08/2006 ,2385,2385, CHI07LA005A ,742
20070322X00319 , Personal ,Miami,Seattle,10/8/2006 3:41,10/8/2006 6:41,3, 10/08/2006 ,2386,2386, CHI07LA005B ,4319
20061016X01522 , Personal ,Denver,Miami,10/8/2006 3:41,10/8/2006 5:41,2, 10/08/2006 ,2387,2387, DEN07WA005 ,4498
20061012X01505 , Personal ,Atlanta,Denver,10/8/2006 3:41,10/8/2006 6:41,3, 10/08/2006 ,2388,2388, SEA07FA006 ,1349
20061013X01516 , Instructional ,Boston,Seattle,10/8/2006 3:41,10/8/2006 4:41,1, 10/08/2006 ,2389,2389, LAX07LA005 ,3356
20061013X01517 , Personal ,Seattle,Atlanta,10/8/2006 3:41,10/8/2006 8:41,5, 10/08/2006 ,2390,2390, LAX07LA004 ,2294
20061207X01752 , Personal ,Miami,Denver,10/8/2006 3:41,10/8/2006 9:41,6, 10/08/2006 ,2391,2391, ATL07CA003 ,4378
20061020X01549 , Personal ,Miami,Seattle,10/8/2006 3:41,10/8/2006 4:41,1, 10/08/2006 ,2392,2392, CHI07CA004 ,4983
20061106X01607 , Personal ,Denver,Boston,10/7/2006 3:41,10/7/2006 8:41,5, 10/07/2006 ,2393,2393, NYC07CA002 ,3008
20061103X01603 , Personal ,Miami,Denver,10/7/2006 3:41,10/7/2006 8:41,5, 10/07/2006 ,2394,2394, MIA07CA002 ,3004
20061016X01523 , Personal ,Atlanta,Boston,10/7/2006 3:41,10/7/2006 4:41,1, 10/07/2006 ,2395,2395, ATL07LA004 ,3417
20061102X01601 , Personal ,Seattle,Denver,10/7/2006 3:41,10/7/2006 9:41,6, 10/07/2006 ,2396,2396, MIA07WA001 ,4330
20061205X01739 ,  ,Atlanta,Seattle,10/6/2006 3:41,10/6/2006 7:41,4, 10/06/2006 ,2397,2397, DFW07IA018 ,3490
20061012X01504 , Personal ,Denver,Seattle,10/6/2006 3:41,10/6/2006 9:41,6, 10/06/2006 ,2398,2398, SEA07LA005 ,2119
20061013X01518 , Personal ,Miami,Boston,10/6/2006 3:41,10/6/2006 6:41,3, 10/06/2006 ,2399,2399, LAX07LA003 ,3896
20061013X01514 , Personal ,Seattle,Miami,10/6/2006 3:41,10/6/2006 9:41,6, 10/06/2006 ,2400,2400, ATL07FA002 ,1286
20061205X01733 , Personal ,Miami,Denver,10/6/2006 3:41,10/6/2006 9:41,6, 10/06/2006 ,2401,2401, DFW07CA001 ,1203
20061115X01678 , Personal ,Denver,Miami,10/6/2006 3:41,10/6/2006 7:41,4, 10/06/2006 ,2402,2402, LAX07CA013 ,3347
20061114X01664 , Instructional ,Denver,Seattle,10/6/2006 3:41,10/6/2006 6:41,3, 10/06/2006 ,2403,2403, LAX07CA007 ,728
20061113X01636 , Personal ,Denver,Boston,10/6/2006 3:41,10/6/2006 6:41,3, 10/06/2006 ,2404,2404, NYC07CA004 ,2740
20061114X01662 , Personal ,Seattle,Atlanta,10/5/2006 3:41,10/5/2006 5:41,2, 10/05/2006 ,2405,2405, DFW07CA003 ,3049
20061114X01668 , Business ,Seattle,Miami,10/5/2006 3:41,10/5/2006 4:41,1, 10/05/2006 ,2406,2406, SEA07CA003 ,612
20061013X01520 , Instructional ,Boston,Miami,10/5/2006 3:41,10/5/2006 5:41,2, 10/05/2006 ,2407,2407, CHI07CA003 ,3430
20070105X00007 , Personal ,Boston,Seattle,10/5/2006 3:41,10/5/2006 6:41,3, 10/05/2006 ,2408,2408, SEA07LA004 ,1627
20061012X01500 ,  ,Seattle,Boston,10/5/2006 3:41,10/5/2006 5:41,2, 10/05/2006 ,2409,2409, DEN07WA004 ,4691
20061012X01506 ,  ,Seattle,Boston,10/5/2006 3:41,10/5/2006 8:41,5, 10/05/2006 ,2410,2410, ANC07WA002 ,1597
20061013X01513 , Aerial Application ,Boston,Miami,10/4/2006 3:41,10/4/2006 6:41,3, 10/04/2006 ,2411,2411, ATL07LA001 ,3853
20061012X01502 , Air Race/Show ,Atlanta,Boston,10/4/2006 3:41,10/4/2006 5:41,2, 10/04/2006 ,2412,2412, DEN07FA003 ,1828
20061005X01459 , Personal ,Seattle,Denver,10/3/2006 3:41,10/3/2006 8:41,5, 10/03/2006 ,2413,2413, DEN07FA002 ,4795
20061213X01782 , Personal ,Boston,Miami,10/3/2006 3:41,10/3/2006 8:41,5, 10/03/2006 ,2414,2414, NYC07LA001 ,1407
20061006X01475 ,  ,Miami,Atlanta,10/2/2006 3:41,10/2/2006 5:41,2, 10/02/2006 ,2415,2415, LAX07LA002 ,4094
20061106X01610 , Instructional ,Denver,Boston,10/2/2006 3:41,10/2/2006 6:41,3, 10/02/2006 ,2416,2416, CHI07LA002 ,1878
20061006X01477 , Public Aircraft - Federal ,Miami,Boston,10/1/2006 3:41,10/1/2006 5:41,2, 10/01/2006 ,2417,2417, LAX07TA001 ,4861
20061010X01494 , Instructional ,Seattle,Miami,10/1/2006 3:41,10/1/2006 5:41,2, 10/01/2006 ,2418,2418, SEA07LA002 ,2592
20061003X01444 , Personal ,Denver,Atlanta,10/1/2006 3:41,10/1/2006 4:41,1, 10/01/2006 ,2419,2419, SEA07LA001 ,1402
20061101X01588 , Personal ,Miami,Denver,10/1/2006 3:41,10/1/2006 9:41,6, 10/01/2006 ,2420,2420, DEN07CA001 ,2794
20061106X01612 , Personal ,Atlanta,Miami,10/1/2006 3:41,10/1/2006 7:41,4, 10/01/2006 ,2421,2421, CHI07CA001 ,2436
20061020X01548 , Personal ,Miami,Denver,9/30/2006 3:41,9/30/2006 7:41,4, 09/30/2006 ,2422,2422, CHI06CA277 ,1145
20061013X01512 , Personal ,Miami,Boston,9/30/2006 3:41,9/30/2006 8:41,5, 09/30/2006 ,2423,2423, ATL06LA133 ,1654
20061019X01541 , Positioning ,Atlanta,Miami,9/30/2006 3:41,9/30/2006 5:41,2, 09/30/2006 ,2424,2424, ANC06LA144 ,2967
20071212X01929 , Personal ,Seattle,Denver,9/30/2006 3:41,9/30/2006 5:41,2, 09/30/2006 ,2425,2425, NYC06CA232 ,1338
20061002X01435 , Ferry ,Miami,Seattle,9/29/2006 3:41,9/29/2006 7:41,4, 09/29/2006 ,2426,2426, DCA06RA076B ,1207
20061002X01435 ,  ,Miami,Seattle,9/29/2006 3:41,9/29/2006 7:41,4, 09/29/2006 ,2427,2427, DCA06RA076A ,4736
20061006X01481 , Personal ,Boston,Miami,9/29/2006 3:41,9/29/2006 7:41,4, 09/29/2006 ,2428,2428, NYC06LA231 ,3252
20061018X01534 , Personal ,Miami,Denver,9/29/2006 3:41,9/29/2006 5:41,2, 09/29/2006 ,2429,2429, DFW06CA217 ,3557
20061020X01547 , Personal ,Boston,Seattle,9/29/2006 3:41,9/29/2006 9:41,6, 09/29/2006 ,2430,2430, CHI06CA274 ,2696
20061101X01591 , Personal ,Miami,Boston,9/29/2006 3:41,9/29/2006 9:41,6, 09/29/2006 ,2431,2431, ATL06CA131 ,4164
20061114X01666 , Personal ,Atlanta,Boston,9/29/2006 3:41,9/29/2006 7:41,4, 09/29/2006 ,2432,2432, SEA06CA191 ,697
20061101X01590 , Personal ,Seattle,Miami,9/28/2006 3:41,9/28/2006 5:41,2, 09/28/2006 ,2433,2433, ATL06CA132 ,1538
20061003X01442 , Personal ,Denver,Miami,9/28/2006 3:41,9/28/2006 4:41,1, 09/28/2006 ,2434,2434, DFW06LA216 ,2449
20070222X00213 , Flight Test ,Seattle,Boston,9/28/2006 3:41,9/28/2006 5:41,2, 09/28/2006 ,2435,2435, CHI06LA273 ,1224
20061023X01552 , Personal ,Miami,Seattle,9/27/2006 3:41,9/27/2006 4:41,1, 09/27/2006 ,2436,2436, NYC06FA230 ,3787
